"GP-GM"|No |"76046480"|"140888326"
"GM"|No |"76046480"|"140888327"
"GC"|Yes|"76046533"|"140888441"
"GC-GM"|No |"76046533"|"140888442"
"PT"|Yes|"76046638"|"140888662"
"PT"|Yes|"76046350"|"140888063"
"CL"|Yes|"76046442"|"140888249"
"CH"|No |"76046442"|"140888250"
"GC-GM"|Yes|"76046649"|"140888686"
"SM"|No |"76046649"|"140888687"
"GP-GM"|No |"76046649"|"140888688"
"GC-GM"|No |"76046298"|"140887954"
"GM"|Yes|"76046298"|"140887955"
"OH"|No |"76046298"|"140887956"
"SM"|Yes|"76046453"|"140888270"
"GM"|No |"76046453"|"140888271"
"GC"|Yes|"76046394"|"140888151"
"CH"|No |"76046394"|"140888152"
"GC-GM"|No |"76046394"|"140888153"
"GC"|Yes|"76046543"|"140888463"
"CH"|No |"76046543"|"140888464"
"GC-GM"|No |"76046543"|"140888465"
"GC-GM"|Yes|"76046309"|"140887980"
"GP-GM"|No |"76046309"|"140887981"
"GM"|No |"76046309"|"140887982"
"PT"|Yes|"76046637"|"140888661"
"GC"|Yes|"76046522"|"140888416"
"CH"|No |"76046522"|"140888417"
"GC-GM"|No |"76046522"|"140888418"
"GM"|Yes|"76046431"|"140888225"
"SC-SM"|No |"76046431"|"140888226"
"GP-GC"|No |"76046361"|"140888084"
"GC"|Yes|"76046361"|"140888085"
"PT"|Yes|"76046659"|"140888708"
"CL"|Yes|"76046383"|"140888131"
"CH"|No |"76046383"|"140888132"
"GM"|Yes|"76046626"|"140888637"
"SC-SM"|No |"76046626"|"140888638"
"PT"|Yes|"76046564"|"140888505"
"SC-SM"|No |"76046280"|"140887921"
"GM"|Yes|"76046280"|"140887922"
"SC-SM"|No |"76046585"|"140888551"
"GM"|Yes|"76046585"|"140888552"
"CL"|Yes|"76046335"|"140888033"
"CH"|No |"76046335"|"140888034"
"GC-GM"|Yes|"76046627"|"140888639"
"SM"|No |"76046627"|"140888640"
"GP-GM"|No |"76046627"|"140888641"
"GM"|Yes|"76046544"|"140888466"
"GC-GM"|No |"76046544"|"140888467"
"GC"|Yes|"76046542"|"140888462"
"GC-GM"|No |"76046542"|"140888461"
"PT"|Yes|"76046387"|"140888138"
"GW"|Yes|"76046379"|"140888124"
"GP-GC"|No |"76046379"|"140888125"
"PT"|Yes|"76046287"|"140887938"
"GC"|Yes|"76046658"|"140888706"
"GC-GM"|No |"76046658"|"140888707"
"CH"|Yes|"76046565"|"140888506"
"GP-GC"|No |"76046565"|"140888507"
"GC-GM"|No |"76046468"|"140888300"
"GC"|Yes|"76046468"|"140888301"
"GC"|Yes|"76046606"|"140888596"
"GC-GM"|No |"76046606"|"140888597"
"CL"|Yes|"76046313"|"140887988"
"GC-GM"|Yes|"76046324"|"140888010"
"GC"|No |"76046324"|"140888011"
"GW"|No |"76046324"|"140888012"
"CL"|Yes|"76046554"|"140888486"
"CH"|No |"76046554"|"140888487"
"GC-GM"|Yes|"76046276"|"140887911"
"GC"|No |"76046276"|"140887912"
"GW"|No |"76046276"|"140887913"
"GC-GM"|Yes|"76046398"|"140888160"
"GP-GM"|No |"76046398"|"140888161"
"GM"|No |"76046398"|"140888162"
"CH"|Yes|"76046416"|"140888196"
"GP-GC"|No |"76046416"|"140888197"
"CL"|Yes|"76046346"|"140888056"
"CH"|No |"76046346"|"140888057"
"CL"|Yes|"76046553"|"140888485"
"GM"|Yes|"76046648"|"140888684"
"SC-SM"|No |"76046648"|"140888685"
"GP"|Yes|"76046265"|"140887887"
"GW"|No |"76046265"|"140887888"
"GP-GM"|No |"76046265"|"140887889"
"GC"|Yes|"76046532"|"140888439"
"GC-GM"|No |"76046532"|"140888440"
"PT"|Yes|"76046616"|"140888615"
"GC-GM"|Yes|"76046669"|"140888728"
"SM"|No |"76046669"|"140888729"
"GP-GM"|No |"76046669"|"140888730"
"GC"|Yes|"76046299"|"140887957"
"GC-GM"|No |"76046299"|"140887958"
"GM"|Yes|"76046273"|"140887904"
"SC-SM"|No |"76046273"|"140887905"
"PT"|Yes|"76046424"|"140888211"
"PT"|Yes|"76046472"|"140888309"
"PT"|Yes|"76046563"|"140888504"
"GC"|Yes|"76046500"|"140888365"
"CH"|No |"76046500"|"140888366"
"GC-GM"|No |"76046500"|"140888367"
"GC"|Yes|"76046629"|"140888645"
"CH"|No |"76046629"|"140888646"
"GC-GM"|No |"76046629"|"140888647"
"GC-GM"|Yes|"76046576"|"140888527"
"GC"|No |"76046576"|"140888528"
"GP-GM"|No |"76046576"|"140888529"
"SM"|Yes|"76046552"|"140888483"
"GM"|No |"76046552"|"140888484"
"GP"|Yes|"76046268"|"140887894"
"GW"|No |"76046268"|"140887895"
"GP-GM"|No |"76046268"|"140887896"
"SM"|Yes|"76046668"|"140888726"
"GM"|No |"76046668"|"140888727"
"GC-GM"|No |"76046607"|"140888600"
"CH"|No |"76046607"|"140888599"
"GC"|Yes|"76046607"|"140888598"
"CL"|Yes|"76046461"|"140888288"
"CH"|No |"76046461"|"140888289"
"PT"|Yes|"76046435"|"140888236"
"SM"|Yes|"76046320"|"140888001"
"GM"|No |"76046320"|"140888002"
"GC"|Yes|"76046357"|"140888075"
"GC-GM"|No |"76046357"|"140888076"
"CL"|Yes|"76046310"|"140887983"
"GC-GM"|Yes|"76046596"|"140888576"
"GC"|No |"76046596"|"140888577"
"GP-GM"|No |"76046596"|"140888578"
"GM"|Yes|"76046670"|"140888731"
"SC-SM"|No |"76046670"|"140888732"
"CL"|Yes|"76046420"|"140888204"
"CH"|No |"76046420"|"140888205"
"GM"|No |"76046342"|"140888048"
"GP-GM"|No |"76046342"|"140888047"
"GC-GM"|Yes|"76046342"|"140888046"
"GC"|No |"76046457"|"140888279"
"GW"|No |"76046457"|"140888280"
"GC-GM"|Yes|"76046457"|"140888281"
"CH"|Yes|"76046331"|"140888025"
"GP-GC"|No |"76046331"|"140888026"
"PT"|Yes|"76046572"|"140888520"
"GC-GM"|Yes|"76046618"|"140888618"
"GM"|No |"76046618"|"140888619"
"GP-GM"|No |"76046618"|"140888620"
"GP-GM"|No |"76046594"|"140888572"
"GM"|No |"76046594"|"140888571"
"GC-GM"|Yes|"76046594"|"140888570"
"SC-SM"|No |"76046305"|"140887970"
"GM"|Yes|"76046305"|"140887971"
"CL"|Yes|"76046491"|"140888349"
"GC-GM"|Yes|"76046284"|"140887932"
"SC"|No |"76046284"|"140887933"
"GM"|No |"76046284"|"140887934"
"SM"|Yes|"76046272"|"140887902"
"GM"|No |"76046272"|"140887903"
"GM"|Yes|"76046524"|"140888421"
"SC-SM"|No |"76046524"|"140888422"
"SM"|Yes|"76046646"|"140888679"
"GM"|No |"76046646"|"140888680"
"GM"|Yes|"76046511"|"140888392"
"SC-SM"|No |"76046511"|"140888393"
"CL"|Yes|"76046489"|"140888345"
"CH"|No |"76046489"|"140888346"
"GC-GM"|Yes|"76046283"|"140887929"
"GP-GM"|No |"76046283"|"140887930"
"GM"|No |"76046283"|"140887931"
"GC"|Yes|"76046657"|"140888704"
"GC-GM"|No |"76046657"|"140888705"
"GM"|Yes|"76046502"|"140888370"
"SC-SM"|No |"76046502"|"140888371"
"GM"|Yes|"76046294"|"140887948"
"GC"|No |"76046513"|"140888397"
"GW"|No |"76046513"|"140888398"
"GC-GM"|Yes|"76046513"|"140888399"
"PT"|Yes|"76046446"|"140888255"
"GC"|Yes|"76046605"|"140888594"
"GC-GM"|No |"76046605"|"140888595"
"GM"|Yes|"76046574"|"140888522"
"SM"|No |"76046574"|"140888523"
"CL"|Yes|"76046409"|"140888184"
"GM"|Yes|"76046478"|"140888321"
"SC-SM"|No |"76046478"|"140888322"
"GC"|Yes|"76046467"|"140888298"
"GC-GM"|No |"76046467"|"140888299"
"GC-GM"|Yes|"76046295"|"140887949"
"GM"|No |"76046295"|"140887950"
"GW"|No |"76046295"|"140887951"
"GM"|No |"76046368"|"140888103"
"GC-GM"|Yes|"76046368"|"140888102"
"GP-GM"|No |"76046368"|"140888101"
"GM"|Yes|"76046583"|"140888547"
"SC-SM"|No |"76046583"|"140888548"
"CL"|Yes|"76046443"|"140888251"
"GP-GC"|No |"76046540"|"140888457"
"GC"|Yes|"76046540"|"140888458"
"PT"|Yes|"76046327"|"140888017"
"GC-GM"|Yes|"76046277"|"140887914"
"GP-GM"|No |"76046277"|"140887915"
"GM"|No |"76046277"|"140887916"
"CL"|Yes|"76046441"|"140888247"
"CH"|No |"76046441"|"140888248"
"GC-GM"|Yes|"76046514"|"140888400"
"GP-GM"|No |"76046514"|"140888401"
"GM"|No |"76046514"|"140888402"
"GC-GM"|Yes|"76046662"|"140888712"
"GM"|No |"76046662"|"140888713"
"GP-GM"|No |"76046662"|"140888714"
"GM"|Yes|"76046454"|"140888272"
"SC-SM"|No |"76046454"|"140888273"
"GC-GM"|Yes|"76046625"|"140888634"
"SM"|No |"76046625"|"140888635"
"GP-GM"|No |"76046625"|"140888636"
"PT"|Yes|"76046592"|"140888567"
"GP-GC"|No |"76046393"|"140888149"
"GC"|Yes|"76046393"|"140888150"
"CL"|Yes|"76046488"|"140888344"
"GM"|Yes|"76046551"|"140888481"
"SC-SM"|No |"76046551"|"140888482"
"GC-GM"|Yes|"76046456"|"140888276"
"GP-GM"|No |"76046456"|"140888277"
"GM"|No |"76046456"|"140888278"
"GC"|Yes|"76046613"|"140888610"
"GC-GM"|No |"76046613"|"140888611"
"GC-GM"|No |"76046452"|"140888269"
"CH"|No |"76046452"|"140888268"
"GC"|Yes|"76046452"|"140888267"
"GC"|Yes|"76046614"|"140888612"
