"Silty clay loam"||"153961967"|"156592873"
"Sandy loam"||"153962660"|"156593267"
"Clay loam"||"153962575"|"156593025"
"Silty clay loam"||"153962045"|"156593317"
"Loam"||"153961931"|"156592602"
"Silt loam"||"153962389"|"156592804"
"Coarse sandy loam"||"153962733"|"156593286"
"Sandy loam"||"153962333"|"156592789"
"Sandy loam"||"153962307"|"156592372"
"Sandy loam"||"153962442"|"156592814"
"Sandy loam"||"153961774"|"156592578"
"Sandy loam"||"153962629"|"156592914"
"Sandy loam"||"153962661"|"156593269"
"Fine sandy loam"||"153962376"|"156592530"
"Sandy loam"||"153962321"|"156592645"
"Coarse sandy loam"||"153961993"|"156593186"
"Fine sandy loam"||"153961920"|"156592871"
"Fine sandy loam"||"153962137"|"156593215"
"Fine sandy loam"||"153962724"|"156593171"
"Coarse sandy loam"||"153962344"|"156592387"
"Silty clay loam"||"153961938"|"156592950"
"Loam"||"153962505"|"156592831"
"Fine sandy loam"||"153962311"|"156592508"
"Coarse sandy loam"||"153962735"|"156593169"
"Coarse sandy loam"||"153961932"|"156592603"
"Silt loam"||"153962001"|"156593307"
"Loamy sand"||"153962332"|"156592385"
"Coarse sandy loam"||"153962671"|"156593045"
"Sandy loam"||"153962516"|"156592823"
"Silty clay loam"||"153962358"|"156592792"
|"Slightly decomposed plant material"|"153962431"|"156592415"
"Loam"||"153962100"|"156593333"
"Sand"||"153961743"|"156592618"
|"Moderately decomposed plant material"|"153961956"|"156593294"
"Loam"||"153962650"|"156592934"
"Sandy loam"||"153962418"|"156592815"
"Sandy loam"||"153962274"|"156592622"
"Silt loam"||"153962030"|"156593308"
"Silt loam"||"153962577"|"156592904"
"Silt loam"||"153961975"|"156592949"
"Loamy sand"||"153962723"|"156593059"
